carat,cut,color,clarity,depth,table,x,y,z,price
0.42,Premium,H,SI1,62.7,59.0,4.75,4.79,2.98,700
0.75,Good,E,SI2,63.7,57.0,5.73,5.75,3.64,2360
0.9,Very Good,G,SI2,63.7,59.0,6.07,6.03,3.85,3535
1.19,Ideal,H,SI1,61.9,55.0,6.84,6.79,4.21,6619
0.42,Ideal,F,VS1,61.9,57.0,4.76,4.79,2.96,1099
0.29,Ideal,F,VS2,61.6,54.0,4.24,4.26,2.61,548
0.77,Very Good,D,SI1,61.7,58.0,5.86,5.91,3.62,3648
0.78,Ideal,H,VS2,61.8,55.0,5.92,5.94,3.66,3495
0.4,Premium,G,SI1,62.7,57.0,4.7,4.65,2.93,945
1.73,Fair,F,SI2,56.9,62.0,7.48,7.43,4.36,9276
0.8,Ideal,H,SI2,62.0,56.0,5.95,5.98,3.69,2449
0.41,Ideal,F,VS1,62.0,56.0,4.77,4.84,2.97,1007
0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1429
0.3,Ideal,F,IF,62.4,55.0,4.28,4.31,2.68,884
1.0,Good,E,VS2,63.8,57.0,6.29,6.32,4.02,6389
1.2,Ideal,F,VVS2,61.5,56.0,6.88,6.85,4.22,11531
1.51,Ideal,I,SI1,62.6,57.0,7.31,7.27,4.56,8637
0.33,Good,G,VVS1,61.1,62.0,4.42,4.45,2.71,840
1.24,Premium,D,SI2,62.8,58.0,6.88,6.83,4.29,5584
0.83,Very Good,E,SI2,60.2,56.0,6.13,6.18,3.68,2834
0.32,Ideal,G,VS1,61.6,55.0,4.42,4.45,2.73,645
0.51,Ideal,E,VVS2,62.0,54.0,5.13,5.19,3.19,2587
0.42,Ideal,D,VS1,60.6,56.0,4.85,4.88,2.94,1224
0.34,Ideal,G,VS2,62.0,55.0,4.46,4.47,2.77,596
1.52,Premium,G,VS1,60.3,58.0,7.56,7.48,4.52,17149
2.03,Ideal,E,SI1,62.7,57.0,8.12,8.09,5.06,18709
0.51,Ideal,G,VS1,62.5,58.0,5.07,5.12,3.19,1556
0.61,Ideal,F,SI1,61.9,54.0,5.46,5.49,3.39,1749
1.09,Very Good,H,SI1,61.1,62.0,6.56,6.62,4.02,4554
1.23,Premium,E,SI1,62.7,58.0,6.84,6.81,4.28,7864
0.7,Ideal,I,VVS2,62.0,58.0,5.67,5.71,3.52,2202
1.02,Ideal,G,VS1,62.0,56.0,6.45,6.42,3.99,6716
0.4,Very Good,G,SI1,61.0,62.0,4.74,4.76,2.89,655
0.3,Ideal,D,VS2,61.6,56.0,4.33,4.37,2.68,566
0.71,Premium,E,VS2,60.4,58.0,5.8,5.77,3.5,3376
0.3,Very Good,F,VVS2,62.7,58.0,4.22,4.25,2.65,682
1.13,Very Good,E,SI1,60.8,58.0,6.72,6.77,4.11,6782
1.52,Ideal,F,SI1,61.9,56.0,7.35,7.39,4.57,11047
0.32,Very Good,G,VS2,63.5,54.0,4.37,4.38,2.78,672
1.56,Premium,G,VS2,59.9,59.0,7.58,7.62,4.55,12713
2.0,Premium,E,SI2,61.3,59.0,8.12,8.09,4.97,17825
0.3,Ideal,D,VVS2,62.2,57.0,4.25,4.3,2.66,814
0.7,Good,G,VVS2,58.5,61.0,5.76,5.84,3.39,3257
0.33,Good,E,SI1,63.1,57.0,4.4,4.38,2.77,583
1.01,Ideal,D,SI2,62.3,57.0,6.41,6.37,3.98,5624
0.42,Premium,I,VS1,61.4,58.0,4.84,4.81,2.96,992
0.71,Very Good,G,SI2,62.8,60.0,5.64,5.67,3.55,2058
1.03,Premium,H,SI1,63.0,58.0,6.44,6.4,4.05,4678
0.92,Good,F,SI1,63.9,58.0,6.12,6.22,3.94,3950
1.75,Premium,I,VS1,62.2,57.0,7.69,7.64,4.75,13938
0.31,Premium,F,VS2,62.4,58.0,4.3,4.34,2.7,625
0.31,Premium,F,VS2,62.5,58.0,4.34,4.3,2.7,625
1.03,Very Good,E,SI2,63.2,56.0,6.35,6.43,4.05,4563
0.33,Premium,I,SI1,61.7,58.0,4.42,4.39,2.72,523
0.3,Ideal,E,VS2,62.2,56.0,4.31,4.34,2.69,795
1.2,Very Good,H,VS2,63.4,57.0,6.75,6.69,4.26,7211
1.01,Good,F,VS2,63.7,58.0,6.3,6.38,4.04,6106
0.61,Good,J,VS2,60.1,64.0,5.44,5.5,3.29,1209
0.31,Premium,H,VVS2,61.4,60.0,4.33,4.35,2.66,802
0.5,Premium,H,VVS2,60.7,60.0,5.15,5.12,3.11,1404
0.76,Premium,E,SI1,58.9,59.0,6.0,5.93,3.52,2877
0.24,Premium,E,VVS2,61.8,59.0,3.93,3.96,2.43,552
1.61,Very Good,G,VS2,63.4,55.0,7.4,7.44,4.71,13205
1.13,Ideal,G,VS2,62.0,56.0,6.7,6.72,4.16,7409
1.2,Very Good,H,SI2,61.7,58.0,6.79,6.84,4.21,5447
0.71,Ideal,I,SI1,62.3,59.0,5.69,5.67,3.54,2218
0.3,Ideal,G,VVS1,62.5,55.0,4.3,4.33,2.7,878
0.45,Good,E,VS1,59.0,56.0,5.05,5.09,2.99,1330
0.4,Very Good,D,SI1,62.6,56.0,4.7,4.73,2.95,772
0.7,Ideal,I,VS2,61.4,56.0,5.72,5.76,3.52,2270
0.72,Ideal,D,VS2,61.4,56.0,5.78,5.82,3.56,3373
0.33,Ideal,G,VVS2,62.0,55.0,4.42,4.46,2.76,995
2.01,Premium,I,VS2,62.1,60.0,8.07,7.99,4.99,18066
0.3,Very Good,D,SI1,63.0,57.0,4.28,4.32,2.71,565
0.31,Ideal,E,VS2,61.9,57.0,4.36,4.33,2.69,658
0.71,Ideal,G,VS2,61.2,57.0,5.78,5.81,3.54,2849
0.3,Ideal,H,VS2,62.4,55.0,4.32,4.29,2.68,477
0.32,Premium,H,VS1,61.3,59.0,4.4,4.44,2.71,561
0.71,Very Good,F,VS2,61.6,55.0,5.77,5.84,3.57,2713
0.55,Very Good,F,SI2,63.0,56.0,5.19,5.23,3.28,1175
0.71,Ideal,H,VS2,62.4,54.0,5.71,5.76,3.58,2647
1.26,Premium,I,VS1,62.0,58.0,6.9,6.96,4.3,5768
0.75,Ideal,G,SI1,62.1,55.0,5.83,5.85,3.63,3082
0.4,Ideal,E,VVS2,62.9,55.0,4.75,4.69,2.97,1232
0.72,Ideal,F,VS1,62.5,57.0,5.72,5.69,3.57,3185
1.57,Ideal,G,VS2,62.0,57.0,7.44,7.49,4.62,12738
2.05,Ideal,I,VS2,61.2,56.0,8.19,8.16,5.01,18071
0.42,Premium,G,VS1,61.5,59.0,4.78,4.84,2.96,921
1.56,Ideal,I,VS1,61.6,57.0,7.46,7.41,4.58,9896
1.13,Ideal,F,VVS2,61.7,57.0,6.68,6.71,4.12,9885
0.71,Ideal,G,SI1,62.2,56.0,5.7,5.73,3.56,2405
1.53,Very Good,E,SI2,60.0,59.0,7.43,7.5,4.49,8294
0.5,Very Good,H,SI1,62.5,58.0,5.05,5.11,3.17,1154
0.38,Ideal,F,VS2,62.4,57.0,4.61,4.64,2.89,1063
0.38,Ideal,I,VVS1,62.0,54.0,4.63,4.68,2.89,1040
1.5,Very Good,J,VVS2,60.1,61.0,7.36,7.42,4.44,8778
0.5,Good,G,SI1,63.3,57.0,5.02,5.05,3.19,1286
0.5,Fair,G,VVS1,65.8,59.0,5.04,5.01,3.29,2070
1.06,Ideal,F,SI1,62.2,56.0,6.53,6.58,4.08,5488
0.7,Very Good,F,SI1,60.4,60.0,5.75,5.8,3.48,3028
0.36,Ideal,E,VS1,61.5,56.0,4.58,4.63,2.84,829
1.0,Very Good,D,SI2,62.9,58.0,6.3,6.39,3.99,5060
0.3,Ideal,F,SI1,62.3,57.0,4.31,4.34,2.69,612
0.53,Ideal,E,VS2,61.4,57.0,5.2,5.23,3.21,1676
1.01,Premium,G,SI1,61.3,58.0,6.41,6.36,3.92,4914
0.3,Ideal,D,VS1,61.9,55.0,4.32,4.34,2.68,737
0.24,Very Good,F,VVS1,62.0,60.0,3.92,3.95,2.46,878
0.26,Very Good,E,VVS2,62.3,55.0,4.06,4.1,2.53,552
1.12,Ideal,H,SI2,62.5,54.0,6.65,6.62,4.15,4966
0.71,Premium,F,VS1,62.3,57.0,5.69,5.65,3.53,2808
0.31,Ideal,D,VS2,61.6,56.0,4.4,4.37,2.7,942
0.38,Premium,E,VS1,58.2,59.0,4.75,4.68,2.79,1104
0.74,Ideal,I,VS1,62.4,56.0,5.82,5.79,3.62,2435
0.9,Good,G,SI1,63.1,62.0,6.06,6.13,3.84,3918
0.9,Premium,F,SI1,62.4,59.0,6.14,6.16,3.84,4161
0.58,Very Good,G,VS1,60.9,57.0,5.4,5.44,3.3,2113
0.3,Ideal,H,SI1,62.3,55.0,4.27,4.22,2.65,554
0.55,Ideal,G,VS2,62.2,56.0,5.26,5.3,3.28,1699
0.3,Ideal,E,SI1,61.8,56.0,4.3,4.31,2.66,524
0.51,Ideal,G,VS1,61.1,58.0,5.13,5.16,3.14,1667
0.54,Ideal,G,VS2,60.9,56.0,5.28,5.31,3.22,1637
1.0,Premium,D,VS2,60.7,61.0,6.43,6.4,3.89,6751
0.72,Premium,G,SI2,62.6,58.0,5.7,5.73,3.58,2375
0.41,Ideal,I,VVS2,61.4,57.0,4.76,4.72,2.91,1061
0.23,Very Good,E,VS2,60.5,61.0,3.95,3.99,2.42,369
0.34,Premium,I,VS1,59.2,59.0,4.58,4.54,2.71,675
0.55,Ideal,G,SI2,61.7,54.0,5.27,5.23,3.24,1084
0.71,Ideal,I,VS1,62.0,56.0,5.72,5.75,3.56,2592
0.44,Ideal,I,VS2,62.3,55.0,4.9,4.93,3.05,1273
1.51,Ideal,F,SI2,61.4,56.0,7.41,7.44,4.56,9014
0.23,Very Good,E,VVS2,61.8,61.0,3.98,4.01,2.46,548
0.32,Ideal,G,SI1,62.4,54.0,4.4,4.38,2.74,612
2.02,Very Good,I,SI2,62.9,59.0,7.94,8.03,5.02,13400
1.01,Ideal,F,VS2,61.0,57.0,6.5,6.47,3.95,7026
1.01,Good,G,SI2,63.9,59.0,6.33,6.28,4.02,3997
0.42,Premium,F,VS2,62.8,58.0,4.76,4.79,3.0,773
1.0,Premium,H,SI2,60.5,58.0,6.44,6.47,3.9,4269
1.07,Ideal,G,VS2,62.2,56.0,6.56,6.52,4.07,6444
0.73,Ideal,D,VS2,61.1,56.0,5.81,5.84,3.56,3273
0.3,Premium,G,VVS2,62.6,57.0,4.29,4.32,2.7,665
0.56,Ideal,G,VVS2,61.3,56.0,5.3,5.35,3.25,2077
0.8,Premium,D,VS1,62.2,60.0,5.91,5.88,3.65,3669
1.22,Ideal,G,VS2,62.3,57.0,6.8,6.84,4.25,7959
0.4,Premium,G,SI2,62.3,56.0,4.75,4.73,2.95,612
0.33,Premium,F,VVS2,60.3,60.0,4.52,4.48,2.71,945
0.7,Ideal,E,SI1,62.3,57.0,5.67,5.69,3.53,2757
0.91,Very Good,I,VVS2,63.4,58.0,6.15,6.13,3.9,4256
1.2,Premium,H,VS2,62.1,58.0,6.79,6.75,4.2,6250
0.3,Ideal,G,VVS1,61.8,55.0,4.32,4.34,2.68,742
1.01,Good,G,VS2,63.7,54.0,6.37,6.4,4.06,5330
1.18,Ideal,H,VVS2,62.1,56.0,6.76,6.79,4.2,7964
2.03,Ideal,E,SI2,61.8,56.0,8.18,8.14,5.03,15962
0.54,Ideal,D,SI2,62.1,56.0,5.25,5.23,3.25,2376
0.42,Ideal,D,VVS1,62.1,57.0,4.76,4.8,2.97,1268
0.56,Very Good,F,VS2,62.4,58.0,5.28,5.34,3.31,1659
1.08,Ideal,F,VVS1,61.5,56.0,6.62,6.6,4.06,9784
0.75,Very Good,F,SI1,61.3,57.0,5.85,5.92,3.61,2705
0.3,Ideal,H,VVS2,62.6,55.0,4.27,4.31,2.69,605
0.66,Ideal,D,SI1,61.3,57.0,5.62,5.59,3.44,2158
2.01,Good,H,SI2,63.9,57.0,7.98,7.92,5.07,13736
1.05,Premium,F,SI2,62.3,59.0,6.56,6.46,4.05,4158
0.31,Very Good,F,VVS2,62.0,54.0,4.33,4.35,2.69,685
2.38,Very Good,I,SI1,62.6,59.0,8.63,8.56,5.33,17715
0.3,Premium,E,SI1,61.8,58.0,4.26,4.29,2.65,489
0.74,Very Good,G,SI2,62.6,58.0,5.73,5.77,3.6,2277
0.27,Ideal,H,VVS1,61.6,56.0,4.15,4.17,2.56,504
0.32,Premium,G,VS2,61.2,59.0,4.42,4.38,2.7,561
1.2,Premium,E,SI1,61.6,58.0,6.85,6.75,4.19,6737
0.31,Ideal,E,VS1,61.5,56.0,4.32,4.34,2.67,729
0.36,Ideal,D,VVS2,62.0,55.0,4.61,4.58,2.85,1112
0.31,Very Good,H,SI1,60.9,60.0,4.33,4.34,2.64,446
0.39,Ideal,I,VVS2,62.0,54.9,4.64,4.71,2.9,735
0.7,Ideal,F,SI1,60.1,56.0,5.81,5.78,3.49,2711
0.3,Ideal,G,VVS1,60.8,57.0,4.33,4.36,2.64,789
0.59,Ideal,E,SI1,62.7,57.0,5.38,5.33,3.35,1550
0.7,Premium,E,SI2,62.4,59.0,5.7,5.73,3.56,2234
0.53,Ideal,D,VS2,61.9,57.0,5.21,5.18,3.22,1617
1.8,Premium,F,SI1,61.1,62.0,7.82,7.87,4.78,14234
0.55,Ideal,G,VVS2,62.2,57.0,5.23,5.29,3.27,1951
1.08,Ideal,H,SI1,62.3,54.0,6.56,6.62,4.1,5867
0.46,Ideal,F,VS2,62.1,57.0,4.93,4.9,3.06,1140
0.3,Good,F,VVS1,63.3,56.0,4.27,4.3,2.71,682
0.71,Ideal,E,SI1,63.0,56.0,5.69,5.61,3.56,2661
0.34,Ideal,E,VS1,62.2,53.3,4.48,4.51,2.8,805
1.07,Premium,F,VS2,63.6,57.0,6.52,6.47,4.12,6947
0.31,Premium,I,VS1,61.7,59.0,4.34,4.39,2.69,557
2.01,Ideal,G,SI2,62.5,57.0,8.08,8.03,5.0,16397
1.03,Ideal,F,VVS2,61.1,55.0,6.54,6.57,4.0,8703
1.0,Ideal,E,VS2,61.2,57.0,6.47,6.43,3.95,6720
1.5,Premium,E,SI1,62.1,59.0,7.31,7.36,4.55,11839
1.02,Ideal,E,SI1,61.9,56.0,6.5,6.43,4.0,5294
0.35,Ideal,H,IF,62.3,53.0,4.53,4.55,2.83,814
0.31,Very Good,G,VVS1,63.1,57.0,4.27,4.29,2.71,816
0.53,Ideal,G,VS1,61.2,57.0,5.2,5.24,3.2,1690
0.32,Ideal,E,VS2,62.3,56.0,4.37,4.35,2.72,702
0.51,Ideal,E,SI2,61.5,57.0,5.13,5.17,3.17,978
1.0,Very Good,F,SI1,60.9,62.0,6.42,6.47,3.92,4403
0.71,Ideal,F,SI2,61.3,56.0,5.77,5.73,3.52,2462
2.01,Very Good,H,SI1,61.9,56.0,8.06,8.11,5.01,17403
1.71,Very Good,F,SI1,60.9,59.0,7.68,7.64,4.67,11713
1.05,Ideal,G,VS2,61.9,57.0,6.5,6.52,4.02,6604
0.31,Very Good,D,SI1,63.0,55.0,4.28,4.33,2.71,732
0.71,Ideal,E,SI2,61.3,57.0,5.73,5.77,3.53,2375
1.0,Very Good,F,SI1,61.3,61.0,6.35,6.39,3.9,4727
0.73,Premium,D,SI1,62.7,58.0,5.72,5.76,3.6,3250
1.53,Ideal,I,VS1,61.6,57.0,7.43,7.41,4.57,11540
1.52,Premium,E,SI1,60.4,58.0,7.46,7.39,4.49,13257
0.36,Ideal,E,VVS1,61.0,56.0,4.63,4.65,2.82,1068
0.51,Ideal,F,SI1,61.3,56.0,5.19,5.23,3.2,1247
0.31,Good,F,VS2,63.5,56.0,4.31,4.34,2.74,625
0.7,Very Good,G,SI1,63.3,58.0,5.59,5.62,3.55,2145
1.5,Premium,D,SI2,61.1,57.0,7.32,7.3,4.46,8518
0.32,Ideal,G,VS1,61.8,56.0,4.41,4.38,2.72,828
0.3,Premium,I,SI1,60.8,58.0,4.38,4.35,2.65,377
1.5,Good,I,SI1,63.6,57.0,7.27,7.23,4.61,7706
0.52,Ideal,H,VS1,62.2,56.0,5.12,5.15,3.19,1699
0.3,Ideal,E,VVS1,61.3,57.0,4.3,4.33,2.64,766
0.7,Premium,F,SI1,61.6,58.0,5.66,5.64,3.49,2117
0.34,Ideal,F,SI1,61.8,55.0,4.48,4.52,2.78,583
0.34,Ideal,G,VS2,62.0,55.0,4.48,4.49,2.78,765
0.31,Very Good,F,VS2,61.6,56.0,4.3,4.33,2.66,625
0.3,Premium,E,VS2,60.5,59.0,4.36,4.33,2.63,844
0.9,Ideal,D,SI1,62.6,57.0,6.14,6.1,3.84,4326
1.08,Premium,I,SI1,61.7,58.0,6.53,6.59,4.05,4536
0.41,Ideal,E,VVS1,61.4,56.0,4.76,4.78,2.93,1257
1.24,Ideal,G,VVS2,61.8,54.0,6.93,6.89,4.28,10113
1.01,Good,G,VS2,63.0,59.0,6.31,6.36,3.99,4257
1.11,Premium,G,VS2,61.9,59.0,6.68,6.66,4.13,6384
0.59,Ideal,F,VVS2,61.6,54.0,5.4,5.44,3.34,2631
1.03,Very Good,H,SI1,63.3,58.0,6.41,6.33,4.03,4665
0.5,Ideal,G,VVS2,62.4,54.0,5.09,5.13,3.19,1760
0.35,Ideal,E,VVS1,62.0,56.0,4.53,4.51,2.81,1116
0.67,Premium,G,VS1,59.4,57.0,5.78,5.73,3.38,2207
0.71,Ideal,I,VS2,62.5,54.0,5.72,5.74,3.57,2390
0.73,Premium,G,SI2,60.7,59.0,5.87,5.83,3.55,2250
0.32,Premium,F,VS2,60.5,61.0,4.4,4.43,2.67,645
0.51,Ideal,D,VS2,60.9,57.0,5.16,5.18,3.15,1779
1.0,Fair,G,VS2,64.7,60.0,6.31,6.27,4.05,4892
0.84,Ideal,F,VS2,62.2,54.0,6.07,6.09,3.77,3639
0.72,Ideal,G,VS1,61.7,55.0,5.74,5.77,3.55,3019
1.04,Ideal,H,VS2,62.0,57.0,6.54,6.51,4.05,6048
0.7,Ideal,I,VVS1,62.6,56.0,5.64,5.7,3.55,2393
2.01,Premium,H,VS2,62.4,58.0,8.08,8.04,5.03,18559
1.51,Premium,G,SI1,61.2,61.0,7.44,7.4,4.54,11848
0.4,Ideal,E,VVS2,59.9,57.0,4.84,4.86,2.9,1300
0.71,Ideal,G,VS2,61.4,56.0,5.73,5.77,3.53,2610
0.26,Ideal,E,VVS2,62.9,57.0,4.06,4.09,2.56,586
0.9,Premium,D,SI2,62.3,62.0,6.17,6.15,3.83,3403
2.01,Ideal,I,SI1,62.5,56.0,8.04,8.07,5.03,16575
0.34,Premium,G,SI1,61.0,59.0,4.52,4.49,2.75,647
1.5,Premium,H,VS2,61.9,58.0,7.27,7.32,4.51,10214
0.7,Premium,F,SI1,60.0,59.0,5.79,5.72,3.46,2401
1.51,Very Good,I,SI1,62.1,60.0,7.27,7.3,4.52,8930
1.0,Premium,D,VS2,61.5,59.0,6.45,6.4,3.95,6870
0.71,Ideal,D,SI1,61.0,57.0,5.73,5.78,3.52,2802
1.21,Very Good,G,SI1,62.1,58.0,6.78,6.84,4.22,6944
0.9,Very Good,G,SI2,62.0,56.0,6.19,6.22,3.84,3543
0.32,Premium,G,VS1,62.4,58.0,4.38,4.34,2.72,828
0.3,Ideal,F,VS1,62.4,56.0,4.32,4.3,2.69,640
0.56,Very Good,E,VS2,61.9,55.0,5.31,5.34,3.29,1822
0.9,Good,H,VS1,63.8,57.0,6.09,6.12,3.89,4088
0.31,Very Good,D,VS1,60.8,59.0,4.3,4.34,2.63,816
0.32,Premium,G,VS2,62.0,58.0,4.4,4.37,2.72,633
1.2,Premium,G,SI1,62.7,58.0,6.74,6.71,4.2,5920
1.06,Very Good,I,SI1,61.3,59.0,6.58,6.61,4.02,4293
0.71,Ideal,F,VS1,60.8,57.0,5.75,5.81,3.51,3360
2.01,Very Good,J,SI2,63.3,60.0,7.94,8.05,5.05,10681
1.01,Very Good,E,IF,63.8,57.0,6.45,6.41,4.1,11500
0.41,Very Good,I,SI1,63.5,56.0,4.71,4.68,2.99,631
0.3,Premium,E,SI1,61.9,60.0,4.29,4.32,2.67,675
1.22,Ideal,G,VS1,61.1,56.0,6.89,6.92,4.22,8555
0.56,Premium,I,VVS1,61.1,58.0,5.31,5.28,3.23,1619
0.32,Ideal,H,VS2,61.2,54.0,4.41,4.45,2.71,648
1.5,Very Good,H,SI2,63.2,57.0,7.25,7.2,4.57,8348
0.5,Very Good,D,SI2,59.9,63.0,5.09,5.13,3.06,1177
0.5,Very Good,D,VS2,61.0,60.0,5.13,5.2,3.15,1808
0.39,Premium,F,SI1,62.3,59.0,4.62,4.65,2.88,823
1.2,Premium,H,I1,61.6,58.0,6.77,6.82,4.19,3301
0.72,Ideal,G,VS1,61.4,56.0,5.8,5.85,3.57,3413
0.56,Ideal,E,VS2,60.8,57.0,5.29,5.34,3.23,1744
0.25,Very Good,F,VVS2,61.5,56.0,4.1,4.13,2.52,575
1.51,Ideal,H,SI1,62.5,58.0,7.33,7.29,4.57,10521
0.57,Ideal,E,VS2,61.3,56.0,5.34,5.37,3.28,1814
0.41,Ideal,F,VS1,61.9,56.0,4.78,4.76,2.96,1007
0.51,Ideal,E,VS1,61.9,55.0,5.15,5.12,3.17,1845
1.02,Premium,G,VS1,62.1,58.0,6.43,6.39,3.98,6338
0.71,Premium,E,SI2,61.2,59.0,5.77,5.73,3.51,2570
1.02,Ideal,H,SI1,61.7,60.0,6.43,6.4,3.95,4276
1.09,Very Good,G,SI2,63.3,57.0,6.5,6.47,4.11,3951
1.02,Good,I,SI2,63.1,58.0,6.38,6.41,4.03,3896
1.06,Premium,H,VS2,59.6,60.0,6.65,6.68,3.98,6097
0.8,Good,F,SI2,63.6,58.0,5.83,5.87,3.73,2783
0.4,Ideal,G,SI1,62.2,56.0,4.76,4.71,2.94,1016
0.58,Ideal,G,VVS2,60.8,57.0,5.37,5.4,3.27,2171
1.54,Premium,I,SI1,62.6,58.0,7.33,7.35,4.6,10327
0.34,Ideal,I,IF,61.7,56.0,4.47,4.5,2.77,663
0.7,Ideal,I,VS2,61.4,56.0,5.69,5.75,3.51,2141
0.36,Ideal,G,IF,62.1,56.0,4.55,4.6,2.84,974
0.42,Ideal,E,VS2,62.3,56.0,4.81,4.76,2.98,1087
0.24,Very Good,E,SI1,60.9,60.0,4.02,4.05,2.45,554
0.42,Ideal,G,VS2,61.2,56.0,4.83,4.88,2.97,847
0.9,Very Good,G,SI2,63.3,59.0,6.08,6.11,3.86,3489
0.4,Premium,E,VS2,62.9,59.0,4.75,4.72,2.98,975
0.74,Ideal,F,IF,62.8,55.0,5.74,5.78,3.62,4179
0.76,Premium,G,SI2,62.4,57.0,5.92,5.81,3.66,2398
1.18,Ideal,G,VS2,62.3,55.0,6.76,6.79,4.22,7748
0.5,Premium,F,VS2,62.3,58.0,5.08,5.04,3.14,1452
0.73,Ideal,F,SI2,62.3,56.0,5.78,5.81,3.61,2617
1.01,Premium,H,SI2,61.2,58.0,6.47,6.41,3.94,4783
0.41,Premium,F,VVS2,60.5,59.0,4.83,4.86,2.93,1115
0.72,Very Good,I,VS1,62.8,59.0,5.64,5.74,3.57,2441
0.7,Very Good,G,VS1,60.6,61.0,5.74,5.76,3.48,2614
0.33,Ideal,H,SI1,61.1,55.0,4.46,4.51,2.74,464
0.63,Ideal,H,VS2,62.9,56.0,5.46,5.49,3.44,1957
0.32,Ideal,E,VVS1,61.8,56.0,4.34,4.38,2.7,842
1.01,Ideal,J,SI1,61.4,59.0,6.47,6.45,3.96,3898
0.31,Ideal,G,IF,62.2,55.0,4.33,4.35,2.7,924
0.8,Very Good,D,SI1,63.1,55.0,5.96,5.9,3.74,3382
0.31,Ideal,I,VS2,62.0,54.0,4.35,4.38,2.7,473
0.3,Good,H,SI1,63.5,59.0,4.22,4.26,2.69,421
1.0,Ideal,G,VS1,62.3,54.0,6.49,6.46,4.03,7404
0.52,Good,H,SI1,63.8,55.0,5.08,5.13,3.25,1142
1.71,Premium,I,SI1,61.7,58.0,7.64,7.61,4.71,8431
0.41,Very Good,F,VS2,60.7,59.0,4.77,4.82,2.91,889
1.2,Premium,F,VVS2,62.5,59.0,6.65,6.75,4.19,10680
0.24,Ideal,G,IF,62.4,57.0,3.94,3.99,2.48,559
0.69,Very Good,E,SI2,60.8,58.0,5.7,5.75,3.48,2343
0.33,Ideal,F,VVS1,61.2,56.0,4.49,4.46,2.73,1021
0.53,Very Good,H,VVS1,62.0,55.0,5.2,5.26,3.24,1838
0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,790
0.31,Ideal,G,VVS2,62.1,57.0,4.36,4.37,2.71,756
0.35,Premium,G,VS2,60.4,58.0,4.59,4.56,2.77,827
2.18,Ideal,F,SI2,62.7,55.0,8.31,8.19,5.16,18578
1.16,Very Good,J,SI2,60.9,60.0,6.83,6.78,4.15,4787
0.71,Premium,F,SI1,61.2,59.0,5.73,5.76,3.52,2383
1.71,Very Good,I,VVS2,62.7,56.0,7.54,7.58,4.74,12829
0.31,Ideal,G,VS1,61.2,56.0,4.4,4.43,2.7,666
1.57,Ideal,H,SI1,61.9,55.0,7.47,7.44,4.61,9694
0.3,Premium,H,VVS2,61.3,60.0,4.28,4.25,2.61,605
1.0,Very Good,G,VS2,63.0,59.0,6.3,6.38,4.0,6229
0.52,Ideal,F,VVS1,60.6,56.0,5.2,5.27,3.17,2290
0.9,Good,G,SI1,63.4,57.0,6.09,6.14,3.89,3725
1.5,Premium,G,VS2,62.4,60.0,7.32,7.27,4.55,11028
0.58,Ideal,G,VS2,61.7,54.0,5.34,5.37,3.31,1621
0.5,Very Good,E,SI1,63.5,57.0,5.02,4.98,3.17,1311
1.08,Ideal,E,SI1,62.6,56.0,6.6,6.56,4.11,6272
0.34,Ideal,G,VVS1,61.8,54.0,4.51,4.48,2.78,956
0.3,Very Good,E,SI1,62.9,57.0,4.24,4.27,2.67,526
1.03,Very Good,H,VVS2,63.0,58.0,6.44,6.38,4.04,7351
1.61,Ideal,H,VS1,62.3,55.0,7.53,7.45,4.68,12737
1.01,Premium,G,VVS2,58.9,59.0,6.68,6.56,3.89,7659
0.7,Ideal,G,VS1,62.3,55.0,5.72,5.68,3.55,2931
1.21,Premium,H,VS2,62.7,58.0,6.77,6.81,4.26,6887
1.01,Ideal,G,VS2,62.9,54.0,6.39,6.34,4.0,6169
1.22,Very Good,F,VS2,63.3,58.0,6.77,6.84,4.29,9720
1.0,Premium,E,SI2,60.6,58.0,6.5,6.46,3.93,5145
1.51,Good,D,SI1,63.5,57.0,7.22,7.26,4.59,12648
0.57,Ideal,G,VS2,61.9,57.0,5.28,5.33,3.28,1577
0.71,Premium,F,SI2,61.3,62.0,5.75,5.71,3.5,2394
0.74,Premium,F,SI1,59.8,59.0,5.86,5.82,3.49,2671
0.57,Ideal,F,VS2,61.6,56.0,5.35,5.32,3.28,1760
0.55,Very Good,F,VS1,60.2,54.0,5.33,5.37,3.23,1819
0.56,Ideal,D,SI1,61.4,56.0,5.3,5.32,3.25,1812
1.52,Ideal,G,VS2,62.2,55.0,7.36,7.41,4.59,13486
1.5,Very Good,D,SI2,63.1,56.0,7.27,7.22,4.57,8359
0.71,Ideal,G,VVS2,61.4,57.0,5.73,5.76,3.53,3497
1.05,Premium,H,SI2,61.4,58.0,6.67,6.58,4.06,4149
1.5,Very Good,E,SI2,62.9,57.0,7.35,7.31,4.59,10002
1.02,Ideal,H,SI1,61.2,58.0,6.48,6.51,3.98,4767
0.7,Good,F,SI1,64.9,57.0,5.68,5.55,3.63,2127
0.7,Fair,H,SI1,64.5,59.0,5.59,5.55,3.59,2018
1.11,Premium,G,VS1,61.0,58.0,6.75,6.69,4.11,7305
